path	sentence
e59c87999662433bace85ace9c5bd5aaa14f03fabfe34bb1004eb7e91d27001629b24a53914ec42723318a6adf101afe2ec65fea365655b74dc891d1bed9ebcb	Hablando se entiende la gente.
897d06f996c0e41ede0182d919eb86495ecba79bf411e5fd4f9184ffb8021c193fe755cd0162b29b201de39dacbc4b077de5a5ea4bb5837d9930f51149f1131b	La plaza estaba muy concurrida
db987403aecbf18378a710ccc571eb41e1de06a8b55edb5de8e77edeac4aeb99d6314ac9605d5a57c7e820b454538cd41dab2acbf44873d99987f7e2e900c2bd	me hacen cara de topo.
82fa79b0b72f88d67dc197da0313649573541102c49c491bcd112b1ac55c06310eb2e0b2ffa2b6751e2fa3a402623c7c2d8e46b43936b4bfe5ed2f0dc0234a91	de que le quiera .
dc8118a226cd3d8c723f119a1d71dd7c2ac8cfbaebe4d2632ba2eaba5f9d266b3b13a48a8a199874f7a12081393cae65c899dffe574615e260cbeea875778f7c	Somos tú y yo, muchacho.
4d5aafcc04166de29efc993951d07568cf19b99a894df8c14cf4fbd59e0424605092f057bccfea09ad29eec7deec1fc21f7ba523e7a4436dda0b7ca1ddcb5509	¡Tía! exclamé sin poderme contener.
65320e9c1b51717ecfe2e62a59efe636376f0f1edb83d69d98cc051005204c5d7766004817765d8a4f306ed2aba138a5e4b95c7af00be245d8f5389c9903b029	Martínez, ¡no me cuentes historias!
4f604f5b8a7ccdb4a092118a46d1af73a41f2339b982edb9f2564e461b351a4411f5f40b875294f56961bdc82b23fe81d5980e925a3f47bf91df7397ab44bd1a	Recuperarse no será fácil.
a0b272b209d839a325cddbc18b6ab032b01a73b9d975e7f8a18e38d441551734bb2199356d3e1abcbc4301acae1f54ce7756844f03a21ccc6aad8278ff48d511	El vive muy satisfecho.
00a716528929881b831f615e003c604d8bd13be8022b9927b83fd8020e44425b89fb9130d9ceec763b8a149a951d2ff497c272174bf358ffbd50608b67ec9e31	Tenemos muchas ganas de veros.
0086d887ec441e659cbf8e021c6d6893c5387012466da49cf442bc9587a5b64ec63c4b91432379448b5b437451fb75b258ce0baaaf3bc706250ccd4460eeedd7	no se mueve.
db062f73cdca57eb0ba364ee2d25af8f1a52eb8b289225fe9f599670efbf23cbaac1b343625929ece3736245da30dd3c6fca7f8d5a9c6dd06063da13c086647f	eso es bueno.
b482670d9168cc21747c7573c222e6f2288b638bc1c8528f31ee8ca361b6a28a756c3917eb7dd8c617cc938b06419b9fbaba004843c064f7174a22853cbd5557	soy el Marqués de Bradomín.
508d13d01b14e8e59f7168bd40c742f42ca2c3118cc6e4a706c3ba57f22f4dbd8421c403288aff24f42ffe15ccfca74dfc938998fb62003d32a45bb55750067f	No es un juguete volador.
16b351d61d91973c7212995fdf1c43c5e9a1f4ee02b555b0f7a1e0606011b210662026862fc5144cec0720cdbb67cb803c5c1f9130ce3e0cc2cb7973b8c5b829	burbuja, te voy a matar.
3a7daca23072418f68bedaa14cdcd27cfaa29447df89354fd16732fce5a07a5a3f5aba9f634a59102ad63448a7956cb42d97d1859f7a6af6815317fcbee93c0d	A dineros pagados, brazos cruzados.
8b7c5f3b7ac44876e4c76d6fca5d9e36701d7fd21a888fae0c584bbab01ae50a18b99caa6718d2e7cb99f1f7d6416b9ebd5f8bf52b70ac17a4f432bbb42d9f28	ni gafas.
caa0038b91807f2b78a989fc5058a53351bec75ff5e3c070f1b0939b504aa6ff3e25bc4090fbeba7bea4b136b8bf164dfa280fcb857dea516409556e777814ba	ella todavía gimió:
848988193eba5c7ec71e85c3648cbbaaa99474e3c52b2057f4a4ca8303631bfb016b45b045a5f954073d2e14e5c9ff1837067580007ec04d2fcb96a501c28190	Aspiro a alguien mejor.
efe1a19f8288c3c7fa665d50fa4643ef505c6d0dcc5d0a25a56d183bcc631d3b3f3a60fc3eb06e03a62b0ba9e150986df9d55bb6af7ec9d9bf66e53c2ecd5702	Como te quiero yo
93864a6ce05347b293838e022892840abaed30f75636c947e442d9913dbe892adbd7b1bd116b1244a77052152b36bf600f82cad6869ab2a329cafdffdbf87b7e	lo dije impulsivamente,
0156dc71c570439878c0e1adb95191ae5777c159e0892d71c9c4042afcd7934ff474f2e8c01db01afbaa50cc45ead389fba43949b03bb119f735b6132d1dd8e4	¡ yo deseo verlas!
c74b8eb88191d773f3ffd5635444fc7c1138a46d21b50040e2aa8a4f5a6a7d1763fa5f790f83b9ff30c86a7835fd4f3ba59cfbbeb18ebad434650a92c6e0ec02	Elige el idioma por defecto.
471b8f66fcde1125bdd356f7282a83dceadb00d8ea80e36ded0e12784b0b4dff2fc35705bbd16635f1df86254a6548fcb48bba7ae5f84d003d401c87ccfc6025	ahora verán qué néctar.
897fbc7b5b3a17373c533aeb5dafe5c850ba774bb00f9afdbd71616c2e1558e229e276fd908f6dbf3692f64f7309d03e8effcd422a7ca0949db8824c0d7855c3	Algunas frases están mal hechas.
eec501a3b2bc2aab47a6196ec0949c85b261dce25c0d4175cc08b3ac32d93abdf44286f0f02c960a62b64c742a51cfa0d13928f30bec0d3ff3d209e64091b860	¡Mira! un niño.
6275035404fc23342d2ce9cafd8eae6394711be5f83e9b663b0465b9533fecb06aaf12a9f113813799463012b3fd53b32086870c5fd4c4a4a020a696baba8767	perdona, Ainhoa , pero yo...
9464f43a53416ce38092e433e153a7b8ffb08f9457087b7681b4866071f25e76fe99f850d9dc2f50c3eb55bfc63c837dd6a4c326799e59e57f6056fbb6b50f2b	No he comprado verduras.
37dd0751c172c2f299f1f233776baa09780db6cd25667809e091e5c36036a4e2b72e02e0fecb23e41b8026cc8517801cc62bc74e879ee0e48c47c1d8e60a195e	corten el cable trenzado.
8988c31ec3fcc457d76c5bc89bf16ad013d705c82421dcfffca3cb35f5f98eaede4461e29b18047a10f27e5a6caf296cc8576f065b903caf1f0009b14dcff470	¡ Moveos, moveos , moveos!
ae73de4e572a9ea9ce7a1d374ecba553e877c5d4b5207dafa62b228d4b853278ed5655aba793564d9ea1554dc435b7aa812ba037339a4e8b9d29a53ac4428f8a	Así durante algunos meses.
bfc99e22deb9e07e8c04ec3decfe63dfecb673e53f4d1622b2c8a32ab84e24b7ba0ffa3d7924da35a59c3457697f8319781457e63fa690b62851f68dfd8638af	Roger siempre llega tarde.
eef0450aa1a4559b34c9e4dc8adcaf0ac81eba04d0f879648543e8c974fe821e62f3d5546326b0402301f90904c2b37878a568bbf1f9e1f67f164c89da618c41	¿Qué zonas son más caras?
27a193c283c3bab7daa4066d05d30623d7345bf3554b3816c809c86e8f4050647d4be09fb1bff538c8490828ed09cbf8390a90fcedff05deea93120bb45c0975	Donde labores no enamores.
d7e0409793d483991e793dcfb305d5cdaefa035dce9d1d79d02df796bf08aae3d9c5614ff92b28dda503082d21db2f36e68f9221eb08f9911496baf34a32fd3e	La música estaba muy alta.
8c7685718c6a3701a495314cabec67e76b2162c2627c0970e6b1f5e0cdf13ad8bcc4a1042a91e88eb3e52d0d5b355ed60db11e8e66846f1e6ce9a8bd14368807	Abrígate, que hace frío.
49d23e12e8061e6f0cfb93e08dbe6234fe7ceaf273d404c82439a5647d8d158c5e5cf185ecc009547ff81234003d8320986f6795c77bb312747d1c9d6e3a4258	bienvenido al futuro.
bf995757c324c3b75a16a507e35e68b8e6280fd72b87d701adc30a425aa8eb4c3063f348df457093191df334e616d9cabc7855ce9fd9d97c072e1db570b972fb	no... no ...
0ae03828b41dab2eabc6a4ef7ae82be1a514818045f0bdfaa81c507dff6fbcda146ced4db64a584ee80fded7fcc12e9f74ff99a60a603a265ab44d5eaf4436f6	Se ha averiado el coche.
b83e0efa76d76a4e09435ce56c1887f333eda21d026386ce9c2b8b0047c39b13b48f88b65b9a2005ad15a2204cec791df080d058e649802cc076e09cebfe30ca	no, no diga nada.
a44b257598d53c49de02ad5fd85f4b655e3d108606e46b9442e4ebc87358928cd4743d305fb1e78689720dc9a9da9f14dd0b8f60c93ad7873e94ead0bf028c78	Quien mucho abarca, poco aprieta.
1db700368e13c3f146d36c5b148222c0b4063b684b3e8929ca09536c9a3da692489d3c53de02aae89245e3e2e784d005fc9f7f5a55b8c520e0f641f3b22cae8b	No he comprado verduras.
c142ac7720ac969179f62541b427e931ae9a2bcebaabdc18c56fafa7560351b3604bc8edafdaff9e689e824932dc364d58056a936e530767505ed2779aa693d0	te quiero, Marisa.
6e0409ae32a96ab2a47a215c33975076a4c12d8925d573daf87a4d21b8078d3a57e330324b299c05ac8031fe332b41da4482fff0cce1a56547c0970beec5fd72	volveremos a Veracruz.
7cb7e74c33e3bf19ba918fd3adefd6195cfbcede188695608c48e5ec66958935921a4ad14d58b2464625c11c506ab4857ba1d4702cebe20c2a3e009bcce655c8	Venía linternas de leds.
c3ba8d77773270e004e9eca878f39b99885fd17f22a220a415cad54fca2732ab582a39c0eeea5caa4265bc5dda6f7ef25856f422b8eb76f9418070f6699a6257	por su puesto.
4df905a354ebc03aed572f64b6b880b8c5baef3ea6621c03f0bebf9691c8c06d21f48567c3a14984131dcec25e701069dfec543e3f5318905532d66f850eb9da	Tengo mucha hambre.
ebdf9345fd0732924f4246c40e0b866f723a51c29f699f7277078278d0585f32de6b676b9ae3ab91d43409fa550b2996d4f7b8290418c97237bfdd71d223c22a	Como un aerogenerador.
f83feacc771496c9b4e147e384c66fdcd3965158374d24a231a87d91c55fa978aeafb231578afcfb65461372d79ad1223f7409a61a4f437b1d189ab1e41b9668	francamente no.
af093a102e707e4c1aeca60a24822d5d14bfca0f3a4f98357f09bbc6c8a37b845af5c1b4ede17c36946fca66db649706077d79bc613338764e097b6a1c57767f	el marinero se acerca:
9bfe0e8e1fa5b4e5342aeebb53317eec8994eff0d46266f6b6dbd99743fbc19c19665af42303a9501e363578d4b77de32411f240a9b77c6d21ede531657b6ee5	¡ che, moreno!...
c8cf3866a0c7c5b38b0756568dcfb171231add2918328ebac848f3b24ed92e3e7d0adecd00d61d122bc730969e743c172c94ceaa2243f25ff106fc776624df4f	¿ Qué pasa, chico?
c3c04b9cb3b578bfbb644b5e8f022c2f68777c2353e5ffe27097ca82c0355af98e9837ea4ad008effa48b08e557cce26becd423fdc74095f7ec740ddf44bab70	¡ uy! lo siento.
56365ffa564ab1229d4f5f457b0c52457cae48f9bab7c3c1777a577d1da36cc7c4b8ec4495ad536480f519c225989ea04bcdd01cee4d970f3c1035064d977c65	vea qué linda estampa.
8fbc5c4f4d81c12ca87c7679045955a8cfd51ee410c6adcacb790ececf2737bcb30d4e8c240f234799e177e5d383d22be909a8d157b6aed56548d47e6cc53a4b	damos la vuelta.
9dc44de7e33c83218afad1eaf6b0c7e7fa180a91107cb8bc2cb202e8a2ad18fea17400027d1b7693a64a0e55ceaa4fb6ad61e80f270491b6e148e9121680c356	eran padre e hijo.
c54813500e03d9f208f61ecc63de8ca9dd366057bbb3964431ae7d9742292f41cafecdafe11968f55bc0808ebfeba975dc8e4d6be76266f1f09b8563bb5190ab	¡ chaleco y al club!
41dafea0910e323c76ffa783efb8ee03bd29b4b7cf71e7c97dbaf98e22b863b9659803dbdf87e83288a313fa10a12b4af2990c530f5e378ed7813726af769bc3	era Juan de Guzmán.
50abfbfce1d06835279db20b18eba6a27d70f717b4eb3c6744b078ac067409ad4ef6e10975429644a02eb8efa86524412b5ebdab4d070a1e62ae721ab54bfdb2	¡ Eres un juguete!
7171666a4d5c954c7c367bcc57cfe4a6ab4cede3e7aa2f71c4f392ce670dac3b77a2cbcf242c59f0f5bc96143906633cd7c4f38e6881b38445a35f66dba8bf90	Así que juega bien.
a697d9e45e20fb742290aaff7848e0ff5597663c9d10bb64cbeadb6d9c76f201d44b8c859e1131cde986a80e373968dc3f5a21f72ed4c805c28e36264df5b8f3	no.
03e780523d69344767f25affb80fc7b4d645a2a2c1134603ac49f0bf91503be2d4fdff6b40121519656791183c1c6d7f797e006dc0897f54fe93ff4ee74a98dd	aquí demoramos.
bdbfe7eed01479c62085e56d1080dc9b313be9eda618f5db7fdbc9e2a8e4d09d4a7402e5177c981a0585229a2e45f29279df49b6874e5b811e56b0efd7444e33	ya las tengo contadas.
9890dea629f10604748cdab5c1810fe986fd0d9026814db2a26356d2c67b219f1596c770d88fa18ec184f3946adb9b68ad8812ef6e895b9d7eade8509ffaffc1	¿ tú llevabas parte?
e2bc38a2ef3a381d1a2cb916380f26d0151b42565d7c4596774c817cbb28a6705af22b841fc47a08c9538ea20df63b4419a67c6996161ec609e815f3983a1a4a	¿ una bala, de quién?
04a8cfa707275f2bb33b7a6ed8be9d2e4d8b2522a1636f84d943b95853f8d93af654701b74e15a31821869cd1f91b612d83f8adc54cf5b57387d723d80b9cf08	vana esperanza.
46460a6b4d8e4e0732a5ce5c3100cb04a90f1435411dfbbf96bb2208a2f327a60e35dd1eed87cd36917ed69cee4486c1153b7cdce6f7a917eabfd82bb3215452	no, de eso nada.
4208ebe59defa28a205caf0d58007b5363868aee351686cd2e40e261e5dcfdc54fe5f9be39dc845c1821c2a48709a9341bef93795c1f7fd8de9464011c88a559	Compramos el mejor vino.
3915ab052c134913a173962df93d4787a60f7a40c926d39efeb6f80f1fbf51582304725c831d3d8a1337c1381f4d38e3ed9e13ab0aed2b1c158ea727794ae627	para hacer un brindis.
306e77d2f6146a0ab7b52c489f72bb0217bfb61cefb5b83a97ec39e866619e0e780e8c6374b17e10d14442d2383cb664f925f553cf88b96b02bda49f497e51f1	¡ no, no! no grites.
a52504de13312f89369bd1e4462bdaabc84ca4919a30499b32c6f32c4e4794d6efbc8fde08654109a21aa31259742c59b975fc0b56851767db90697487959012	¡No cantes tan mal, Selma!
69ffc8a8582849f00022e2907768c247aa3e7b4b559fd8537e0df1583bd8a0993c9a5aed5ca6d375394a36b7152a357c93ca4d189f9c60915c1080bed7beb07c	no es nada .
0cc5e506f8aecf7b0336b70c0a6aeb14a708a8d6b6ad526e0b0daf604d05aee1315b843fcd970ad1cdbb61ed6b6e44642510a9d9ae0c34624c219863d18e9f99	no pasa nada.
9ff6bfae6343e3145466cd8572a2023dc84102c10ad99f06c7510ef27fec6cf5ddfa2767082bea81f653c99e34f6a301312744839f95fad882b0dbd146ad34ac	Os parecéis muchísimo.
40268d367a10d307f69acc258436b0ccb7314693a8c96e58368abe1becf13382035ff452c77079468d352bfbae425acfee966ffe581a2b7b42b88472f341ef1e	su lealtad era legendaria.
29c7f3e4d7850573ba98ba1519f2f8922827e1dc07dff5425f2a0837763adf72fdb8a7f8a785246bf6b251e1451d392e08f4925748ed969457b2cd938fd5ddbe	El castellano vendrá con nosotros.
c81351f98f41b157960d8d8ba24957820800ce5c25303c9c5ad1f0ef088b4531d91565c6a0823b231f06f76fda10da71b4c234402692cf0d9503f3575a210858	también, hermana , también.
9746ba07b1afa805b57410fe2245ba567c81a123a0074c13010c0e22177b149e4da05ce597db75b824a7dc4c994f0a2e82ec54a30996c6a6da387dea35e7dd39	Tengo una mejor idea.
74ecee9d7d0f34b79a4816e12f858d9b9e9bcf5da5ae42b04bc41478e973d67bb1f764fdff6f5c07a2bc27a6bad5c304c6ab31b2d99b0aa141271e48ccfff4f0	Julia, este fue el primero.
c40356c1948f8a61151439a36230a408eab58a8372e83302aab6f339259c656ccdb653cadbd876451cd474b9a0476f7763bc69e8a9e886119b4f588da1e235bd	pero no lo hice.
7dc1f3207099ae6b0eb18a9de0746b0171e866d541fa2becf868806d1608b08663162280f33d21e85338d448a6786469ea1d30d01a13e3d75e43ca7162daf8c8	el otro reía alegremente :
d303bc0ea455505104be888cf67902139bc99861de647cf53e8854e198c820c069ffdfe1c7935a658ce78deecbb979cb3461d6f6cf20a6114c6b897dc5bee354	No tenemos pan.
1d1f9164656a7c1f540cdae9729232575db3591d41e52d03d9a60e01f32da660d9e9de17b629403e35e624ec7aa09569e0602a9b2ff9a7cbd79b8f1c59c4c217	Ya tengo compañero de mudanza.
970fadc505defb75aa06e3a00d563fc3fb6a25de1e6e1b9d6233765c6b55643f78f9d3ce14f3b47852242b61358e69cfc5f35eee37377014e1469626c1703ea2	Para atrás, todo el mundo.
e17e04fa40f01ba7763ee14bd89224825c046dcba27d036405f6d8063931083f17faafb7fde6a6c3847054112a3b9c526931b13e7cd3d75a5c085b04be9f2e63	y si me permites...
8e782b1c187ed100a6a1c2130aaa3a832619702d7b93c9a15a770c43e0244e56444f020fa63482dd4c5af177d908a533cb3e4affb1c3318b4a5a767e8529ec16	Su cambio, gracias.
8096fc3a73c3ccf567b8c5428e95d90bcc7cc2b309d6be0b565e370396ba1d022617c6556e941842223b9ecfeb5a9c12bbaf4746919296a6cc9a74db4cb0124d	¿Quién te pagó los estudios?
0e2d037978a00a8d48fbd1dc21922772598f55af4c12a6d166c6986bd375cefbbb5c213b462b2374230f72dbdecc69a4d852411f34592dc49529b016a8def5fa	es Colombia, es mi casa.
cf72ecf8d84c79ee64fcd971591d19cec5d7c1287de4a44c84410244244a0bb66d4af5e2a14f220e15c616a56cc0165fc43bdd57caf1b2e235024afe913df607	aunque fueran veinte,
0ea40aa651b0af4624ebded71e6022c54994dff3fe405afbaddf506fbd403f2aa37dc6c4d0f7568d6b0bccd6a307d0556c95ba08df3832f4fb764b2f60724f47	capítulo trece.
36c6bd7e8d020bc9e3e6ad249232fe369d248fe4f22a55b8ca42d0bc580b27567fa130a6a61bf9fdb1d3fb147e4d3348dfd8a380e94ce72ee7d7e127514e00f4	¿ no se encuentra bien?
7c892a8c9c4dfe21d1586278b680e5b13dfa285592557c7c1947c64d8948e236543b504b48caffa4604745e55c2a50f8d0e046253b6af89ea37598b1a0657288	entonces solo hay que esperar.
de3575311547a871f964a6bebc48f2b04a88a90412e3df1b540b4855247a87866345e2f1efaaba566b49ad06cf4e9a996303f9d7ad8ef90754fd00a79038eb7c	Más vale loco que necio.
6a7074226d41bc8a14a499fe31b7560de24f05d8766c849ca550a4dc3ef6cde635e34212f1e9d65c404e8f764427afa0ba55468dc8394845a76c620748e20479	capítulo diecisiete.
8452a0dcd6aa2907c3a4fe5cdc5fbe428fcea1ae69640c7595c15b4603404461a1713940e27afba7810b2e336daaa0f775f7f0521ed17ce28dc688d15c9fcfaa	Cada mes, la misma historia.
221028e434680eb2c986ad9154f451344c8b7af9d65396e266bb2ed50d5ba6dcd878a454e135adcdf5c9ec23129d63a0c64bcfba42598f6734fe8a6e0810da73	no tengo a nadie.
4d9ba362d3cded5a4db9a7156e6b2ba9166b1962cc2fe427142903e06a5bfcb3dbe8523cd9bf6415ad9b62a184439eda6ba951456283dbbfcdec7a97cf70f96c	del puerto de Valencia.
29a68d8bbeab9a3661b58d77fcb478a1c1545b833b4b44508612e79d42576d6918bfd0f47be2df48372190a5e7ef1a3b7a9a54ce861ea6530dabcf21ce831ecf	todo tuyo. gracias .
57b254a724d96d08e762bc5094cd304146060634e09ae75c69ac6de2820f20ae0e05e7ddef5a183edca126d5c563632d2f548db313c11929b3b3fcc9fd9d7ffa	bien, Ulises , bien.
735b3ab5c9f3a0bbe3d0a82a73f3febc8ba865e51d694872bbb944046b04fec76bd1430754fbd1a8a42a412dd8673266649a3b4e0ec90a13059619532db44da0	Los proyectos me maravillan.
14792e455d46b37eb1108668db9fa193e6efa22bad89aceb1ec4eda9e099bfd289210de715723f4a567e17bf4a3b7e2660bbcd34436582a0520ae2e423bddbde	A mucho amor, mucho perdón.
073e29ac5ebc0f618436f2d5d7d539ca554449edd82ce948172c5b2e3a74b664038d883a9ee37f351b0c3aa51f871efc9d915c6ebcc7c1c9bcd68348299848f2	vale, vale , vale.
85f78ab485652a381b228ccb3bf38e5f5fdd06f92ef20d9ed673be94f5d032458005d7a3de3457a984904f02801d406a449c4e5842ae5c5458f576388f37322c	me las ha dado Julia.
b7585167a842cf9a664ddee873f8ebfcb9d802bd9175681c2d307b1f2b16ffd2ebacccb3ebcb21397cc9b73550e8e1baf9d54aa192e36597812dff41117b8950	acabamos de perder al pato.
799f05e833336ec4a86854117fa883d575003578757c1e7e2e59660a17735606db90fe95eef80b3555bae7ad74405f3b823d006f0a0ce41e43811fdfd2a9cf8b	Andrés prosiguió están muy pobres.
644a70b87de2cc720e730e8124a5c3cc0647ac42f6c462132f47c23890679e79ee2369a50e3bb3d0b4407a209c94f969d7263d15a64ed49cb2c5d367cf2a40db	feliz noche de Reyes, Julia.
0613becda0b8b76c04daf86b1f9d0ee6ba7b69145466e9e78b70aaafc8c63afa22179e1bd208a72b1e06ec17c045a8e0e45051e18351d593d453819cfb7e0ad3	Esta vez casi me asustas.
fdbb0f5a9c751600e93897838326298b0c3a6290462be891b81c2763565ea3980ff8a6967ff823d4e1aa3db851dee4fe6a9d06db5e5eb50d85575fc19aea55bb	les quitas las patitas...
2c337f99b190a85effdbdac4097f030f2bf29909489935fda2282da20f9529574e261ad404b7efabc86ba4706f1b63e78c527685f7fe7920c91773f416163a30	capítulo dieciséis .
00891a08ef63bf30f696cf59945416f827b503f38ec3811e4b060cfbc558a4fa983860c37958f68288cdbd9f4cec29efb09ec9114cb74b6ee2257151d0fe0b51	¡ alumbrad la escalera!...
243b2975c90b3eff967eb62a4e1a8531aa221068c15352bc899893521984a1ae422502ed034754d880cfe752c8665d530489e78278db5ff17cfe110b737f86e2	es la mala noticia.
d7cfa33d18491f46ccebe3ed74d3a1a95d34cdebe642f52c94fea29c42efc180716cfa912889145b2cd60e62c52b0a074f0ae4aa7df98f8c4b3e0924b601b4c8	perdone entonces.
4fea773e5fd542c95409cb4cc8ea5b11a01e2101597300133454fb8a3e96ec47c18184f29e0bd4c78ff26bc9fb4356a751ca7dca9ff8712fa859b1362c349cdc	Adiós, ¡cara bonita!
79372636c578e74d0e249a1c62fb9651668309015512452d6d2fce999f53c5256de30fd01cb0ce6befbfe5613e7ccba6f51163a82a35be5ba65d0a13624a3f76	¡No se oye!
b62a4af4ad9928d3370c2b57e3ffe0f6362dafd83d17ebd79d18517fe0a69ca1da8d5e509162350b7a7b9542ee0d0cfa12b7edfb3be3ca9905dcb23c4bf5acc0	papi, te quiero.
3163c943524f2eaea482e5df41cd788913b7d22e698446d0c1f32a350592e8f2e9b08b9a753de7da858f416d5865c82a00b060194cb10faa991fe47055613a6f	Hola, pequeña dama.
72c3f70335cc49f0f49eb3719d0f2e13d5c3a4a5a0d464d7d4d528e33c5402d90b6375161621b8fa63a5da55e7d3eb9abb58fa54b10ea8a398742587a47f6271	El paciente esta listo.
4c92a65d53d93061c243297a9acbb0c6045274e8821930019d70e758363b94a38f0a7cdb6f9206e429b6b6b28068e471a94ae779fc9c49e1c6935f76d2cdbfe3	tengo que hacer un viaje.
a924b20b540b4188d68ccfae8215127f8850f99cff4040023aa94147be5dab53a124334fea796094bcd569dc8b4211135f15a8cc3b6ace011d5d9d26907cfa48	muy apasionada. apasionada .
8c54fc7c303848fbb46703f5068cad2ce661c4e7b437340de3121627f9332e7ecbef97933fd4ccd0fb80998e8babf4dedac2c8dc255e424b5aa156701bd03c73	Martínez, ¡no me cuentes historias!
647e211cf449be1900456df17e591f4ebfee7bcbec32b5b3af728edac3ee237fea0ef2238f5f8977be4ece91b001856a1b7993faab1270b198297738a1390250	en mi camarote. vale .
42041364848a02c908017a68ee84c8d7cf6075320b7bcac4f66828bc5f3f17f796ba19e34e5c280c11946a685a0660fe007d0d03e7d1a926ad0576258120db12	¿Qué pista me has dejado?
52ed1cced62f71a9f838ddccb3d21fca7744d55746a1cab2402a55f5d5068c95712b1763b8956184d42369ce894dc241bbc18a6a2fb69139964d6146e773305f	¿Alguna pregunta más?
9948dfc741ae3c948cff8d5cb0ebf2d95666573fdf4e482894be638d53d0cbe8aaa9aa1b27964543bc955a70fb3d771e539a4078b836d05a4112a941e8e2a70e	Me dejó húmedo el rostro.
e036949a5f98a329a736248e1421393bb1d950448f00857a27a1102a59ab0254ff372a29bd6e83f6fcd1a6aece3dd5df5be461f72461d553af517e3ef6ae026e	fija la palanca.
f042a8cd5116977c78a788da0be6e256088be50175da1f80ea928b2290216ea0acefed6162c607002f9c26ac124518923bda5af5765654a08cd399371d99f7f4	¡ cuitado de mí!
df607f0dc52c3eec0be9941cfbd8f73486072af0b2e05481314ee7cc1496f4b739b31be53b7e8433c96dc15aba9a22071cf5dcecde51a5cf364373fdb564481b	al menos nos estamos riendo.
69b7b2c839057ef4202998e46f3d54f54a3fa13c5e2385e3856143e88324e6ade8976bdfe6b14e8299e99c528e405f704fc4a0484bc57cb8c6fd994593a191cd	me eché de la hamaca.
93e99c993cccfebb7913683cee97b7d7b3d445b34d9a19c89031d7bd32ef6e1abbd4f84e4d3497d60b9a34024aa91c277f6e2760b89096d0d7676dcd639160a6	Claro. Dame un abrazo .
f893830019e81969cfcf9aec66b5ccfcc1064319cba57346cb5fd7264a8cef16fcb7b77e541882f0ffaba69078e693b3bf997d619d232793c4a9201ab0a72bbd	¡ ave María Purísima!
62b45cba1a3990dd092073dfc99386ddba140d8a72b18fa5801b1541c0b49e87bb8d650e1f9c723573b548a0fddbf53c2664b2add13b95a228d7012a30b0137a	¿Qué día es tu cumpleaños?
7d4e0b8f3293408b366ff1b80bfba264ed7cac80e2f1421485a51667b633af373b3ccd74c292f875c8d57ab2b844ca1385aa4f96dedcb2d71b81ee9d9c94417c	¡ que no, pesada!
ee6d3ca31d435ab7a0e3e4c931518c511f3460ba050881d65e8be46dfe3069503b45fdafcd79dfabd28cc8676569f99dc5cb0825ed8200713744ec7f8237fee7	Por eso no me quieren.
207584edf56f9281e1415d49648cd8cdcaef9304de88b4daf0d78be341cab1175068278c2228684e446a09fb79fef0e388b6a0d44897fca54f349677aec23348	piensa en nosotros.
0267c9a72be9bda87d76349ddae44f261c47d442c6c3591ab713689cea11022aa9e089527da89618c797d440ef1561b4ca9fd59d40a51f3afb294af23b6e2640	Camino malo, pásalo pronto.
7712654263bf613fb307d50a4b5971284c83934e953aefb217edd16783d10a8dccdad43de77bb8d486d36cbbadd8ba3531bead03234303e763ef6342f8d45b1a	Que sueñes con los angelitos.
6b59b6e4ddfd2adddb78cd4de013492c0aecc1d6a165170827087b429d0ef18e11ad29d013b219313a9790b63d0de951d38d6bad0792f39e5b86210de1a41505	A salvar el día.
406d3fdfb9469894243bd1b8ef06643b6b638cccde588ff96954e1d53e90c45168af5e6c1427662696671c7a616bee12f098659989c543276af151d55d6e2b9c	la Niña Chole le llamó:
32986e1520b74ffd863f8da8c89e5a0373cc0494f89f0fca45e46fc3a1889a1bcf3f84dbd5db9f326a99ef611d4a008a0007420100c78f14e2a0de176de01e0a	Quiero deciros que...
747e26d0f3e45c33c7030bf1dbf562f7680d4f54cf6fea4b6828928dd297181eb81f7bc4d1785672d4493b6d9c05b8cd5c1de4010ad71433239961d202499121	Cosas extrañas me suceden
822011e015a8cd2c055dea0191d2c19c637f1b1a15ea07a2b44db18bb32724387dd0e5d895b7634d77219a40d4deaca8f3be54c85cd47eefd880f2c3cdd9b930	¿Cuántos coches has tenido?
e56b2583068ce9e403ba9daa9a3eaabf812f01a43c301f63759ff8b46aa6dad90b733192da46ef303fedcbee4ccacbe31825b17ffba7d0f95c3634c9c01d0c6c	Debo reparar mis turbopropulsores.
2231b5319fadd7a5bb41d9a0eba07bb053cd745e57f7de2250415f12838cfb6efb2d72f42a34c061fbc549b900543278b78a33d570c4558f591169d9b94c7047	que fue un accidente.
d5300048dcc8cecad11192c790e124cd5840d498aeeb9021b03d3f87a3597f337d23a54d7dc82d35ee835bbda3e779ae914bd815520b6f68618ef38026a4012d	puede ser. puede ser perfectamente
2044ff3019a3cb5288c1ad327fa33cde1a5120e647c63859b4c3b1396e5d21e57ce1c9528106010bd97410ed8ac68b44e0232f8e91f3254da7cbf2109b4a0fc4	ahora, largo de mi cocina.
a848424a4e2b5f8f8a797a76f9954f8f72b274ff5d6b402b92eed889ee21aae6e54bc26bf65c20686047fe8253dca29089b0727d630639463ecf54f10be12f01	pero no han dicho nada.
